pf_n;pf_p;s_n;s_p;m_n;m_p
0.92;0.0642;-405;803;0.503;8.41
0.897;0.0776;-404;818;0.513;5.97
0.898;0.0783;-403;813;0.511;5.86
0.984;0.188;-373;761;0.398;2.08
0.646;0.0723;-493;749;1.06;10.4
0.541;0.213;-760;784;3.39;8.15
0.713;0.0206;-488;743;0.969;1410
0.806;0.38;-584;628;1.83;9.84
2.02;2.3;-448;306;0.279;0.245
1.91;1.05;-495;562;140;2.73
1.96;1.12;-588;636;0.758;3.03
0.257;0.126;-713;776;10.1;12.4
1.15;0.707;-540;547;1.07;2.93
1.02;0.746;-535;527;1.19;2.45
0.064;0.101;-801;822;56.8;20.7
0.0994;0.0359;-667;720;12.9;61.2
0.445;0.236;-640;701;3.24;6.67
0.863;0.00733;-426;905;0.594;70.2
0.795;0.526;-542;576;1.16;1.7
1.48;1.16;-686;558;2.23;1.9
0.868;0.132;-418;719;0.572;85.3
0.847;0.0657;-427;808;0.608;12.8
0.769;0.232;-611;684;1.8;11.3
0.672;0.222;-561;705;13.6;39.3
0.399;0.0163;-676;820;9870;755000
0.535;0.0647;-530;784;1.48;14.4
0.874;0.374;-522;613;1.07;3.67
0.975;0.11;-373;755;0.403;3.56
0.35;0.00826;-620;810;3.11;165
0.596;0.366;-688;721;7.58;15.2
0.499;0.0581;-544;774;1.77;20.4
1.35;0.177;-467;750;24400;164
0.891;0.0848;-408;833;0.526;5.53
1.36;0.242;-505;768;0.53;2.97
0.0628;1.02;-832;719;31.2;1.91
0.976;0.0829;-400;777;0.467;9.48
0.953;0.371;-387;702;0.443;1.14
0.948;0.107;-389;801;0.449;3.99
0.717;0.335;-555;606;2.44;2.67
0.838;0.019;-430;851;0.623;36.4
0.849;0.101;-425;822;0.601;5.06
0.0376;0.0127;-758;746;44.4;127
0.256;0.0575;-639;666;8.1;41.8
0.202;0.0161;-620;773;487;81.9
0.916;0.347;-397;740;0.484;31
1.49;0.715;-555;666;0.878;3.86
0.607;0.761;-572;630;2.95;2.25
1.06;0.807;-490;485;1.25;1.28
1.46;0.968;-550;556;0.599;1.98
1.48;0.975;-550;556;0.592;2.03
1.54;1.19;-547;530;0.574;1.58
0.0912;0.154;-724;728;128;10.1
0.986;0.102;-359;676;0.384;7.11
0.902;0.0732;-415;765;0.543;69.9
0.846;0.0736;-424;740;0.618;11.4
0.146;0.906;-727;583;10.2;4.26
0.0134;3;-933;490;357;1.96
1.32;0.422;-523;656;17;1.87
0.953;0.114;-388;770;0.453;4.27
0.89;0.0257;-404;826;0.517;36.8
0.119;0.0286;-740;743;136;396
0.846;0.0153;-429;768;0.616;550
0.89;0.0434;-414;845;0.542;25.2
0.955;0.13;-397;699;0.47;9.34
0.96;0.136;-382;656;0.428;21.9
0.962;0.119;-383;664;0.43;8.57
0.98;0.174;-375;638;0.409;2.39
0.777;0.00757;-458;818;0.762;78.7
0.64;0.203;-505;629;2.18;4.54
1;0.38;-354;682;0.353;0.928
1.39;0.39;-536;761;0.586;2.33
1.53;1.19;-548;530;0.579;1.57
1.05;0.296;-338;661;0.305;1.08
0.433;0.324;-698;708;4.6;5.59
1.13;0.177;-269;658;0.183;2.52
0.922;0.00795;-387;772;0.459;97.7
0.809;0.0677;-438;726;0.699;28.6
0.634;0.0328;-459;697;0.946;22.2
0.871;0.0791;-404;685;0.537;7.93
0.947;0.0143;-386;786;0.444;30.6
1.04;0.423;-352;604;0.339;0.858
1.2;0.32;-559;815;0.739;3.08
1.2;0.72;-566;597;0.757;2.06
0.0961;0.496;-814;699;24.9;5.87
0.293;0.17;-722;719;6.55;23.4
0.883;0.0511;-418;769;0.559;10.4
0.856;0.013;-417;737;0.573;82.2
0.737;0.226;-364;537;0.506;444
0.183;0.195;-770;775;10.1;13.8
1.01;0.217;-348;653;0.343;4.05
1.06;0.212;-320;632;0.274;4.09
0.0819;0.075;-679;500;25.8;805
1.53;0.411;-538;759;0.542;2.19
0.936;0.102;-399;816;0.479;4.38
0.456;0.28;-542;631;8.23;3.65
0.457;0.35;-535;644;5.07;2.4
0.385;0.506;-726;684;7.41;28.3
0.686;0.302;-535;637;1.93;8.64
1.09;0.216;-516;745;0.824;3.51
0.494;0.0514;-574;834;2.13;21.8
0.155;0.00545;-721;833;15.3;365
0.525;3.67E-05;-492;602;1.39;34000
0.922;0.152;-391;654;0.474;6.37
0.89;0.0118;-412;748;0.539;85.9
0.803;0.11;-446;697;0.701;5.62
0.114;0.0887;-762;742;57.5;28
0.965;0.00957;-376;782;0.413;42
0.0406;0.0484;-775;747;42.6;81
0.891;0.0535;-411;731;0.536;13.9
1.06;0.13;-335;661;0.298;4.03
0.932;0.0399;-399;793;0.481;13.8
0.451;0.28;-600;744;3.95;13.1
0.166;0.514;-743;673;13.5;8.9
0.395;0.615;-739;805;63;13.2
0.828;0.0359;-650;765;828;157
0.864;0.0461;-408;746;0.546;36.3
1.55;1.41;-536;501;0.569;1.14
0.184;0.484;-735;670;8.81;3.44
1.01;0.214;-509;644;0.753;3.61
0.152;0.136;-731;704;14.5;25.9
0.862;0.0515;-422;732;0.582;18.2
0.899;0.0358;-424;777;0.564;36
1.02;0.409;-551;662;1.12;18.1
0.898;0.0245;-412;826;0.535;48.8
0.887;0.0922;-411;708;0.538;8.64
0.999;0.25;-563;736;11.9;30.5
0.677;0.744;-642;643;3.34;7.07
0.156;0.165;-723;746;1990;26.6
1.2;0.283;-490;740;17.6;3.82
1.68;2.12;-538;367;0.486;0.385
1.44;1.01;-538;541;0.596;1.55
1.58;0.398;-496;681;0.528;1.8
0.054;0.0657;-701;705;56.8;29
0.105;0.236;-668;643;36.2;19.1
0.222;0.292;-747;746;11.2;78.8
0.502;0.0651;-572;787;2.03;18.7
0.57;0.283;-589;698;1.76;93.3
0.0685;0.0944;-768;784;62.7;72.4
1.08;0.483;-404;543;0.649;2.59
0.579;0.26;-572;673;171;214
0.778;0.27;-544;712;1.38;10.8
1.22;0.21;-637;698;1.21;10.2
0.793;0.0828;-434;686;0.679;9.55
1.22;0.284;-553;764;0.705;3.2
1.27;0.418;-546;765;0.673;2.14
1.35;0.226;-464;672;1.34;4.8
0.848;0.197;-482;683;2.4;5.4
0.88;0.0424;-409;753;0.537;31.5
0.977;0.413;-482;568;1.19;3.18
1.03;0.642;-482;505;1.17;1.43
1.3;0.341;-533;789;0.618;2.64
1.47;1.07;-537;537;0.582;1.57
1.41;0.235;-471;719;57.7;3
0.955;0.0894;-364;683;0.395;146
0.59;1.65;-657;512;3.87;0.822
0.689;0.199;-563;714;8.56;12.2
0.738;0.438;-490;676;0.936;1.65
0.987;1.32;-591;477;1.15;1.14
0.0567;0.119;-875;806;76.1;41.8
0.18;0.18;-722;721;12.3;12.1
0.108;0.112;-738;703;20.3;24.5
1.03;0.126;-331;810;0.301;2.77
0.0728;0.0558;-760;805;37300;292
0.373;0.267;-707;776;18;19.6
0.491;0.493;-671;620;2.85;104
0.287;0.452;-650;589;5.14;438
0.273;0.324;-640;597;4.46;235
0.0689;0.0145;-712;760;21.2;141
1.31;0.375;-532;764;0.612;2.32
1.53;1.26;-543;543;0.553;7.41
0.889;0.0373;-411;745;0.54;207
0.914;0.105;-399;765;0.495;14.9
0.129;0.335;-606;585;9.17;12.4
0.203;0.0691;-629;713;5.71;16.2
1.02;0.256;-354;589;0.387;23.2
0.0924;0.127;-776;778;59;15
0.422;0.0214;-641;735;48.6;88.7
0.105;0.0063;-676;788;116;265
0.544;1.33;-663;476;4.61;1.05
0.137;0.0375;-649;710;10.5;66.9
0.201;0.0469;-634;692;5.67;53.3
0.00169;0.0761;-758;688;1080;21.5
0.475;0.0557;-600;718;2.15;108
0.279;0.152;-607;677;5.46;20.3
0.514;0.208;-628;728;3.32;7.34
0.366;0.296;-683;712;3.65;7.95
0.501;0.658;-598;594;3.57;1.72
0.19;0.501;-673;699;38.1;9.55
0.0507;0.00972;-708;725;36.2;352
0.0857;0.018;-717;735;26.3;84.1
0.0563;0.039;-803;785;72.1;46.7
0.193;0.0867;-671;726;8.99;17.8
0.108;0.0106;-848;829;22.3;468
0.0217;0.00204;-634;698;67.2;719
0.0279;0.0125;-658;740;46.1;100
0.185;0.054;-674;775;7.22;80.3
0.34;0.0733;-640;777;5.96;24.1
0.221;0.0682;-733;773;11.9;25.6
0.573;0.497;-647;693;2.06;2.37
0.316;0.453;-714;692;18.3;10.4
0.0492;0.107;-782;757;196;240
0.0666;0.157;-849;781;37.4;94.4
0.28;0.053;-745;832;13.2;44.3
0.0875;0.0371;-698;686;26.1;47.7
0.318;0.287;-636;690;7.84;38.2
0.822;0.649;-628;644;2.26;3.16
0.349;0.757;-673;540;9.58;2.22
0.204;0.032;-650;704;24.1;126
0.00363;0.00356;-682;688;444;871
0.109;0.0324;-660;735;11.7;39.3
0.454;0.319;-673;655;3.35;10.1
0.453;0.528;-821;647;4.25;3.62
0.375;0.0813;-705;743;3.75;22.2
0.0571;0.0406;-767;739;397;43.4
0.221;0.0309;-654;722;12.4;116
0.0299;0.0147;-695;736;61.6;311
0.266;0.0798;-731;781;14.8;52.1
0.38;0.0693;-674;766;8.3;53
0.312;0.118;-741;754;82.4;42.1
0.0758;0.0432;-663;770;88.6;51.6
0.328;0.0931;-719;800;4.45;15.7
0.982;0.186;-344;670;0.34;1.8
0.173;0.0302;-635;669;9.49;263
0.399;0.241;-642;655;9.32;13.9
0.184;0.302;-660;610;9.81;9.94
0.136;0.161;-701;698;10.6;39.2
0.549;0.106;-560;681;2.12;51
0.168;0.164;-670;723;21.9;19.1
0.603;0.151;-562;728;3.9;18.7
0.621;0.38;-752;720;2.62;13
0.25;0.0899;-631;711;17.7;44.7
0.55;0.0302;-535;832;1.49;29.4
0.732;0.00154;-473;867;0.862;455
0.3;0.13;-683;744;17;24.6
0.196;0.0387;-719;751;210;101
0.144;0.102;-725;751;58.6;18
0.0917;0.193;-758;681;20.8;11.3
0.267;0.0493;-660;783;5.18;318
0.67;0.248;-580;727;2.56;25
0.0561;0.125;-726;710;48.5;69.6
0.0935;0.0571;-697;754;16.3;5870
0.52;0.0154;-543;820;1.77;73
0.328;0.0511;-654;714;7.88;44.2
0.0757;0.0448;-707;760;22.2;64.9
0.0933;0.326;-667;592;14.6;12500
0.344;0.119;-762;803;8.55;15.2
0.655;0.0182;-500;792;1.09;78.8
0.658;0.0745;-494;747;1.08;13.1
0.285;0.0748;-655;764;4.75;88.4
0.0899;0.0535;-771;816;18.7;31.3
0.556;0.15;-559;626;2.31;5.9
0.634;0.491;-599;615;3.01;4.79
0.785;0.522;-431;487;0.668;1.01
0.221;0.67;-646;552;6.37;5.5
0.0848;0.0158;-681;746;15.6;345
0.127;0.0353;-685;814;19.9;743
1.07;1.5;-535;497;0.978;0.581
0.137;0.00334;-654;737;10.7;2160
0.00738;0.0496;-747;836;214;52.7
0.964;0.531;-383;518;0.44;0.829
1.04;0.782;-695;653;1.31;1.74
1.51;0.527;-526;557;6.84;2.73
0.0657;0.0144;-747;781;24.1;129
1.91;0.755;-435;568;0.741;1.29
0.505;0.00583;-566;750;2.05;3410
0.0596;0.0729;-675;670;25.7;58.2
0.613;0.508;-593;624;14.6;4.51
0.546;0.00174;-519;800;1.41;8180
0.835;0.109;-559;700;1.8;50.7
0.869;0.613;-687;683;1.66;5.97
0.637;0.195;-557;603;2.18;22.8
0.0831;0.00934;-706;699;29.2;478
0.659;1.25;-567;444;1.58;0.727
0.71;0.0364;-512;735;1.66;159
0.609;1.42;-712;497;2.89;1.17
1.01;0.181;-521;704;0.929;5.76
0.0245;0.00418;-692;833;104;1400
0.336;0.0011;-603;755;3.83;2450
0.975;0.336;-525;621;1.15;3.23
0.993;0.504;-582;647;0.999;8.68
0.608;0.476;-651;663;3;8.2
0.518;0.0567;-643;785;10.8;28.8
0.632;0.00868;-487;714;1.09;102
0.856;0.115;-432;639;0.625;94.1
0.739;0.527;-524;524;14.4;2.24
0.455;0.539;-556;545;1.93;1.65
0.356;0.865;-670;551;3.83;2.32
0.844;0.374;-582;649;1.42;2.89
0.293;0.0493;-663;810;7.3;50.9
0.14;0.013;-610;774;9.22;117
0.411;0.019;-583;768;3.7;55.2
0.325;0.0668;-768;859;60.2;25.7
0.248;0.000876;-592;719;4.65;5360
0.651;0.00961;-481;785;1.05;257
0.788;0.0233;-454;812;0.871;26.5
0.352;0.0908;-561;670;2.57;12.5
0.886;0.325;-587;663;1.87;3.23
0.813;0.783;-704;575;1.77;1.91
0.161;0.0671;-606;648;8.18;24.7
0.119;0.344;-698;643;14.6;14.5
0.701;0.0317;-473;711;0.901;20
0.448;0.132;-549;709;2.24;8.99
0.58;0.155;-479;634;1.29;5.11
0.477;0.0197;-538;746;1.89;47.4
1.07;0.0445;-347;756;0.321;9.22
0.468;0.277;-655;667;3.89;9.49
0.443;0.00126;-563;772;2.04;1390
0.638;0.487;-644;646;7.84;3.01
0.722;0.27;-600;707;2.01;4.1
1.27;3.93;-735;579;1.2;0.387
0.137;0.00729;-702;796;248;285
0.0124;0.0049;-753;779;1430;574
0.397;0.065;-615;768;2.92;21.9
0.83;0.13;-498;755;2.28;16.9
0.942;0.439;-539;638;1.48;4
0.837;0.0634;-429;804;0.647;8.42
0.874;0.0652;-410;785;0.549;9.23
1.05;0.205;-510;723;2.01;8.42
0.69;0.54;-538;588;1.55;2.22
0.698;0.153;-477;762;0.927;975
0.357;0.0835;-577;722;3.43;26.5
0.589;0.0179;-515;754;1.28;77.2
0.06;0.0771;-727;763;28.4;157
0.125;0.0016;-604;790;13.4;1150
0.211;0.2;-601;685;4.81;5.07
0.28;0.15;-646;656;5.92;10.7
0.119;0.0607;-728;794;21.6;43.6
0.68;0.247;-527;653;1.36;4.26
1.65;0.267;-544;712;0.936;3.52
0.0679;0.0144;-695;737;82.2;120
1.71;0.497;-512;661;1;1.74
0.906;1.92;-592;589;46.1;3810
0.628;0.0152;-494;732;1.14;63.8
0.0301;0.115;-769;714;66.7;80.4
1.94;0.332;-504;706;0.577;2.23
0.348;0.152;-650;676;6.8;10.9
0.536;0.51;-641;636;89.3;83.9
0.138;0.0139;-690;798;2220;9860
0.45;0.254;-770;791;3.72;6.8
0.377;0.154;-749;755;4.29;10.3
0.123;0.0495;-755;793;13;32.4
0.105;0.137;-704;735;16.1;19.8
0.29;0.289;-642;626;101;26.5
1.07;0.03;-344;759;0.312;11.1
0.667;0.6;-727;773;2.24;2.48
0.646;0.23;-497;660;1.22;8.94
0.486;0.0515;-608;822;4.11;28.7
1.32;1.04;-512;464;0.686;0.725
0.395;0.841;-819;764;4.79;2.25
0.443;0.32;-569;662;2.34;3.75
0.669;0.0588;-496;774;1.14;11.8
0.13;0.831;-764;580;68.4;95.4
0.476;0.581;-605;711;3.98;3.86
0.157;0.29;-703;750;13.7;6.14
1.32;2.36;-562;444;0.726;0.422
0.881;0.166;-410;681;0.545;3.49
1.27;0.461;-600;781;0.803;2.61
0.861;0.333;-627;832;1.3;4.62
0.983;1.52;-595;517;1.14;0.682
0.795;0.367;-757;826;2.03;4.4
0.857;0.373;-752;824;1.86;4.28
0.00394;0.00208;-633;641;85900;64700
0.469;0.136;-599;631;2.59;362
0.182;0.171;-679;700;59.7;56
0.578;0.553;-705;636;2.52;2.58
0.988;0.866;-599;705;1.07;3
0.426;0.7;-820;668;9;3.95
0.58;0.354;-603;672;10.1;3.87
0.254;0.303;-695;727;5.98;13.7
1.05;4.6;-670;350;3.51;0.421
0.633;0.204;-509;680;1.19;4.03
0.581;0.147;-492;641;1.61;9.48
0.57;0.263;-575;661;1.76;4.14
0.146;0.595;-725;602;48.6;14.6
0.114;0.15;-677;713;11.7;10
0.0504;0.0616;-722;737;36.6;25.4
0.879;0.283;-693;679;10.1;5.52
0.261;0.259;-717;668;9.19;6.83
0.179;0.28;-630;636;7.17;11.2
0.579;0.435;-656;650;4.62;13.5
1.94;0.266;-598;712;1.36;4.86
0.34;0.114;-553;729;2.54;7.55
0.424;0.945;-740;559;5.34;1.73
2.79;0.293;-589;712;0.912;3.52
1.11;0.423;-661;672;17;3.32
1;0.438;-651;618;4.09;3.05
1.13;0.43;-558;635;1.24;2.06
0.808;0.189;-574;704;3;5.7
0.667;0.342;-550;603;3.03;10.1
0.195;0.221;-645;662;7.54;83.5
0.189;0.563;-749;548;38.9;2.9
0.0528;0.0811;-704;707;33.1;25.1
0.145;0.0704;-713;747;66.6;21.2
2.53;2.34;-514;526;0.294;0.318
1.8;2.2;-587;499;0.538;0.441
1.04;0.529;-574;628;0.897;1.75
0.893;0.336;-433;574;0.617;1.65
1.51;0.217;-537;737;0.537;3.74
0.835;0.00693;-427;844;0.614;74
0.0298;0.274;-663;625;70.4;5.82
0.248;0.512;-597;581;9.14;3.91
0.267;0.0879;-634;674;5.36;15
0.371;0.224;-650;668;5.43;6.05
0.815;0.812;-560;629;1.34;3.98
1.24;0.472;-519;734;0.616;146
0.776;0.0171;-447;724;0.75;42.3
0.956;0.883;-385;460;0.446;0.493
0.583;0.157;-615;703;2.51;13.2
0.708;0.0576;-423;783;0.735;149
1.38;1.44;-412;591;0.348;0.332
0.325;0.0369;-628;736;15.5;202
0.674;0.184;-478;643;0.96;4.47
1.17;0.524;-460;567;1.08;1.27
1.53;0.803;-470;724;0.407;0.776
0.0533;0.0108;-594;689;57.5;237
1.36;1.24;-449;478;1.51;0.596
1.7;2.31;-523;379;0.537;0.531
1.48;1.04;-370;456;0.724;0.504
0.917;0.0341;-424;813;0.554;1230
0.314;0.185;-628;653;976;1760
1.63;0.532;-496;592;1.01;1.52
0.873;0.062;-415;751;0.557;8.4
0.902;0.0815;-421;676;0.568;18.3
0.915;0.629;-561;633;2.01;24.4
0.361;0.0772;-544;635;2.98;11.1
1.74;0.72;-559;594;0.848;1.22
1.45;0.401;-498;586;1.79;3.07
2.33;1.46;-553;604;18.5;26.3
0.832;0.0624;-430;719;0.637;13.4
0.7;0.0148;-465;820;0.875;42.7
1.21;1.04;-643;484;1.24;1.28
3.38;2.18;-628;563;2.19;103
0.656;0.225;-484;787;1.04;188
0.691;0.0077;-502;845;1.13;109
0.554;0.0213;-626;790;3.01;204
0.377;0.113;-623;710;7.83;95.1
0.682;0.323;-615;764;2.79;5.4
0.865;0.0448;-427;784;0.595;15.2
0.549;0.0877;-586;688;2.23;14.2
0.692;0.0934;-485;761;0.966;13
0.338;0.138;-536;602;2.43;5.95
0.939;0.105;-414;722;0.513;9.4
0.889;0.131;-410;786;0.534;4.1
0.838;0.376;-432;545;0.632;2.13
0.87;0.2;-428;726;0.593;3.07
0.864;0.0811;-406;769;0.538;5.73
0.841;0.0704;-426;735;0.611;7.63
0.829;0.122;-433;728;0.638;4.32
0.902;0.254;-392;565;0.482;2.02
0.889;0.0955;-421;717;0.563;17
0.842;0.163;-433;676;0.628;51.8
0.877;0.0572;-414;749;0.55;8.43
0.848;0.0893;-433;647;0.629;19.4
0.842;0.104;-425;753;0.605;6.97
0.851;0.24;-427;761;0.604;2.14
0.937;0.294;-392;626;0.478;49.8
0.732;0.000444;-432;830;0.724;1260
0.883;0.284;-406;559;0.529;2.17
0.951;0.0815;-401;689;0.479;7.68
0.876;0.193;-429;636;0.619;79.4
0.886;0.0956;-413;742;0.541;5.64
0.896;0.125;-418;695;0.555;8.04
0.91;0.0577;-404;780;0.508;14.4
0.923;0.0921;-399;708;0.487;6.09
0.862;0.0685;-428;741;0.599;17.8
0.831;0.0723;-435;803;0.642;10.9
0.859;0.0421;-399;692;0.523;10.7
0.889;0.0795;-414;760;0.543;6.35
0.902;0.0377;-408;847;0.528;35.3
0.889;0.0925;-415;665;0.56;17.2
0.884;0.101;-414;738;0.547;6.81
0.851;0.113;-415;665;0.583;156
0.688;0.00486;-498;756;5.92;93200
0.899;0.0766;-404;677;0.557;10.2
0.926;0.0727;-396;719;0.49;6.72
0.907;0.0942;-406;819;0.513;7.44
0.89;0.147;-417;751;0.549;3.82
0.885;0.0854;-414;701;0.546;7.99
0.857;0.0663;-423;744;0.59;55.3
0.885;0.0666;-413;716;0.546;17.7
0.9;0.263;-407;568;0.523;1.99
0.779;0.00489;-443;850;0.709;113
0.885;0.161;-413;720;0.543;20
0.842;0.185;-428;706;0.614;5.6
0.93;0.0611;-396;777;0.486;9.64
0.881;0.171;-414;655;0.551;3.16
0.886;0.103;-420;727;0.56;5.11
0.875;0.0492;-415;739;0.588;25.5
0.876;0.124;-417;686;0.573;36.7
0.954;0.263;-434;621;0.56;17.7
0.899;0.208;-416;628;0.544;5.7
0.843;0.16;-432;731;0.623;187
0.855;0.246;-413;589;0.563;2.34
0.855;0.1;-427;765;0.6;8.67
0.82;0.000629;-437;861;0.655;855
0.827;0.229;-425;691;0.615;2.23
0.839;0.0255;-417;733;0.584;19.2
0.842;0.185;-429;686;0.615;7
0.814;0.19;-439;669;0.675;41.1
0.541;0.000448;-517;678;1.45;2080
0.821;1.68;-779;642;2.08;1.02
0.859;0.162;-413;760;0.579;3.88
0.922;0.0995;-429;772;0.569;17.3
0.277;0.0116;-591;738;7.05;329
1.22;0.383;-514;658;1.87;3.11
1.17;0.0992;-604;728;2.75;13.7
0.823;0.363;-573;689;1.29;32.8
1.09;0.464;-632;663;1.03;8.48
0.98;1.2;-407;500;0.53;0.512
0.604;0.678;-721;658;6.71;3.06
0.606;0.155;-618;706;1.94;8.32
0.41;0.0641;-737;809;3.79;24.5
0.886;1.33;-494;477;1.18;1.11
0.875;0.366;-413;544;0.55;1.87
0.863;0.0881;-401;766;0.526;5.22
1.22;0.486;-588;649;2.29;7.62
0.413;0.147;-668;722;3.54;10.1
0.426;0.166;-599;717;2.6;7.64
0.236;0.188;-733;738;9.03;10.6
1.01;0.292;-351;633;0.345;2.25
1.08;0.205;-271;603;0.196;1.65
0.92;0.0778;-389;793;0.476;19.1
0.941;0.106;-391;728;0.469;7.81
0.134;0.675;-752;652;32.6;127
0.922;0.522;-457;555;0.659;1.17
1.04;0.553;-383;605;0.399;0.854
1.04;0.554;-498;624;0.693;1.86
0.916;0.567;-371;487;0.43;1.01
0.917;0.565;-431;539;0.594;1.01
0.206;0.139;-689;641;7.63;11.2
0.907;0.723;-520;615;2.73;6.16
0.501;0.571;-662;693;19.9;3.64
0.995;0.594;-411;534;0.49;0.961
0.778;0.156;-468;713;79700;6.63
0.991;1.63;-557;577;2810;36.4
0.944;0.491;-534;600;12500;410
0.257;0.273;-681;778;13.3;5.5
0.164;0.0981;-735;784;20.1;17.4
0.34;0.235;-752;753;5.4;7.33
1.01;0.256;-347;637;0.361;1.53
0.407;0.0455;-551;736;21.5;19.7
0.68;0.0754;-504;656;29600;11.5
0.648;0.149;-496;717;1.07;4.65
0.546;0.438;-590;652;3.51;2.52
1.12;0.739;-489;554;0.786;1.7
0.982;0.342;-437;642;0.722;1.88
0.653;0.479;-673;659;4.88;4.12
0.693;0.622;-656;594;6.99;2.4
0.317;1.64;-700;658;4.96;3.83
0.396;0.101;-622;760;6.54;12.5
0.709;0.112;-446;749;0.802;1260
0.63;0.174;-618;704;6.62;9.38
0.537;0.746;-646;571;2.4;1.98
0.956;0.601;-501;566;0.751;2.01
0.796;0.208;-510;638;21.5;608
0.744;0.633;-658;600;2.37;2.62
0.672;0.617;-652;592;12.1;2.37
0.103;0.115;-629;643;22;164
0.736;0.312;-465;651;0.985;21.2
1.11;0.217;-562;734;0.803;4.11
0.908;0.0601;-397;744;0.489;9.24
0.917;0.128;-395;773;0.481;3.93
1.26;0.31;-315;704;0.325;5.05
0.592;0.813;-581;610;2.6;4.05
0.297;0.298;-698;714;8.88;94.5
1.26;0.4;-559;739;0.699;3.15
1.19;0.537;-340;483;0.488;0.876
1.08;0.31;-311;581;0.262;1.41
0.968;0.034;-374;750;0.407;23.3
0.619;0.371;-511;626;1.21;2.54
0.687;0.438;-597;795;1.49;29
0.878;0.884;-603;582;29.9;1.98
0.963;1.62;-686;670;1.38;1.11
0.544;0.438;-548;677;1.62;162
0.356;0.352;-717;703;9.66;14.1
0.953;0.456;-660;723;51.4;168
0.608;0.271;-690;885;2.2;4.95
0.692;0.0171;-475;819;0.926;369
0.836;0.47;-614;643;1.39;3.5
1.64;1.54;-660;585;8.87;1
1.73;1.58;-645;585;14.2;0.914
0.865;0.101;-408;763;0.542;4.75
1.33;1.91;-615;514;0.914;1.62
0.362;0.068;-663;745;24.5;325
0.202;0.00789;-666;848;8.87;199
0.53;0.325;-550;614;1.61;3.1
0.468;0.208;-662;716;6.08;18.8
0.483;0.702;-649;627;4.98;21.8
0.589;0.0625;-505;774;1.25;14.3
0.716;0.0184;-477;784;0.957;45.3
0.662;0.0264;-484;786;1.02;35
0.181;0.617;-731;684;9.94;5.08
1.01;0.0339;-384;822;0.412;12.3
0.457;0.331;-523;641;2.26;28.5
0.239;0.0745;-705;746;7.22;26.3
0.292;0.132;-682;684;4.96;11
1.15;0.0775;-393;811;0.379;5.61
0.212;0.387;-649;659;6.11;8.54
0.989;0.515;-399;484;0.455;1.02
0.968;0.534;-399;480;0.464;1.03
1.19;0.0647;-263;738;0.17;48.5
0.851;0.517;-524;674;1.13;1.71
0.71;0.554;-471;551;0.95;2.62
0.95;0.659;-579;646;1.14;2.32
0.636;0.119;-591;695;3.55;13.1
0.875;0.727;-561;526;1.07;1.71
0.71;0.421;-520;619;1.22;3.06
0.836;0.531;-431;500;0.65;1.29
0.114;0.593;-749;594;230;2.89
1.07;0.663;-428;464;0.49;0.851
1.4;1.49;-635;539;1.93;1.1
0.48;0.56;-637;612;4.62;4.48
0.914;0.317;-438;629;0.614;3.2
0.674;0.519;-684;729;2.32;8.64
0.682;0.401;-640;669;34.1;5.14
1.09;0.379;-563;672;0.867;2.8
1.03;0.355;-563;661;1.63;5.27
0.536;0.522;-614;613;2.86;4.32
0.789;0.402;-612;691;6.91;4.69
0.929;0.397;-381;514;170;1.42
0.846;0.346;-467;602;12.7;4.76
0.236;0.0411;-677;706;6.41;33.6
0.616;0.51;-563;664;2.36;3.96
1.04;0.264;-553;695;1.88;3.59
1.07;0.265;-583;736;2.07;4.39
1.12;0.227;-524;709;0.834;6.14
0.709;0.519;-515;576;1.28;2.54
1.28;0.56;-562;550;0.699;1.64
1.53;0.633;-528;708;0.512;1.24
0.823;0.136;-438;758;0.67;4.32
0.732;0.283;-496;632;1.36;61.6
0.203;0.0993;-598;730;5.68;1040
0.985;0.336;-390;654;0.476;70
0.236;0.576;-693;617;11.2;198
0.632;0.0202;-492;801;1.1;40.2
0.839;0.113;-586;699;1.97;9.89
1.18;0.628;-449;529;0.573;1.03
0.954;0.174;-484;748;0.69;3.78
1.52;0.428;-549;694;1.73;3.28
1.16;0.122;-267;549;0.174;1.68
1.22;0.0766;-290;681;0.196;6.41
0.711;0.0371;-491;772;1.17;795
0.467;0.0048;-517;771;1.65;392
0.949;0.0911;-404;751;0.486;5.06
0.752;0.062;-459;746;0.796;21
0.731;0.0303;-469;737;0.929;20.8
0.171;0.0291;-608;759;7.1;52.5
0.792;0.251;-449;598;0.73;3.71
0.638;0.0686;-508;774;1.35;37.2
1.34;0.821;-549;611;1.15;1.4
1.43;1.18;-553;548;0.849;0.746
1.74;2.37;-380;376;0.599;0.325
3.09;2.98;-599;486;214;304
0.118;0.0185;-634;699;33.9;65.1
1.56;1.02;-539;727;0.884;5.46
1.76;1.32;-593;719;3.25;20.6
0.751;0.0986;-515;685;53.6;15.8
2.59;5.61;-543;414;0.618;0.38
2.29;4.14;-410;314;0.949;0.295
0.61;0.4;-667;727;6.31;3.23
0.673;0.168;-508;678;1.18;4.43
0.937;0.0816;-412;698;0.554;12.4
1.05;0.544;-346;575;0.321;0.67
0.932;0.0633;-395;839;0.495;7.04
0.902;0.134;-413;692;0.551;6.67
0.363;0.0955;-618;744;3.23;15.7
1.01;0.00773;-361;801;0.365;55
